﻿Date,Value,Group
"Thursday, Aug 31, 2000",1517.68,SP500
"Thursday, Aug 31, 2006",1303.82,SP500
"Thursday, Aug 31, 2017",2471.65,SP500
"Thursday, Dec 31, 1992",435.71,SP500
"Thursday, Dec 31, 1998",1229.23,SP500
"Thursday, Dec 31, 2009",1115.1,SP500
"Thursday, Dec 31, 2015",2043.94,SP500
"Thursday, Feb 28, 1991",367.07,SP500
"Thursday, Feb 28, 2002",1106.73,SP500
"Thursday, Feb 28, 2013",1514.68,SP500
"Thursday, Feb 28, 2019",2784.49,SP500
"Thursday, Feb 29, 1996",640.43,SP500
"Thursday, Jan 31, 1991",343.93,SP500
"Thursday, Jan 31, 2002",1130.2,SP500
"Thursday, Jan 31, 2008",1378.55,SP500
"Thursday, Jan 31, 2013",1498.11,SP500
"Thursday, Jan 31, 2019",2704.1,SP500
"Thursday, Jul 31, 1997",954.31,SP500
"Thursday, Jul 31, 2003",990.31,SP500
"Thursday, Jul 31, 2008",1267.38,SP500
"Thursday, Jul 31, 2014",1930.67,SP500
"Thursday, Jun 30, 1994",444.27,SP500
"Thursday, Jun 30, 2005",1191.33,SP500
"Thursday, Jun 30, 2011",1320.64,SP500
"Thursday, Jun 30, 2016",2098.86,SP500
"Thursday, Mar 31, 1994",445.77,SP500
"Thursday, Mar 31, 2005",1180.59,SP500
"Thursday, Mar 31, 2011",1325.83,SP500
"Thursday, Mar 31, 2016",2059.74,SP500
"Thursday, May 31, 1990",361.23,SP500
"Thursday, May 31, 2001",1255.82,SP500
"Thursday, May 31, 2007",1530.62,SP500
"Thursday, May 31, 2012",1310.33,SP500
"Thursday, May 31, 2018",2705.27,SP500
"Thursday, Nov 30, 1995",605.37,SP500
"Thursday, Nov 30, 2000",1314.95,SP500
"Thursday, Nov 30, 2006",1400.63,SP500
"Thursday, Nov 30, 2017",2647.58,SP500
"Thursday, Oct 31, 1991",392.45,SP500
"Thursday, Oct 31, 1996",705.27,SP500
"Thursday, Oct 31, 2002",885.76,SP500
"Thursday, Oct 31, 2013",1756.54,SP500
"Thursday, Oct 31, 2019",3037.56,SP500
"Thursday, Sep 30, 1993",458.93,SP500
"Thursday, Sep 30, 1999",1282.71,SP500
"Thursday, Sep 30, 2004",1114.58,SP500
"Thursday, Sep 30, 2010",1141.2,SP500
"Tuesday, Apr 30, 1991",375.34,SP500
"Tuesday, Apr 30, 1996",654.17,SP500
"Tuesday, Apr 30, 2002",1076.92,SP500
"Tuesday, Apr 30, 2013",1597.57,SP500
"Tuesday, Apr 30, 2019",2945.83,SP500
"Tuesday, Aug 31, 1993",463.56,SP500
"Tuesday, Aug 31, 1999",1320.41,SP500
"Tuesday, Aug 31, 2004",1104.24,SP500
"Tuesday, Aug 31, 2010",1049.33,SP500
"Tuesday, Dec 31, 1991",417.09,SP500
"Tuesday, Dec 31, 1996",740.74,SP500
"Tuesday, Dec 31, 2002",879.82,SP500
"Tuesday, Dec 31, 2013",1848.36,SP500
"Tuesday, Dec 31, 2019",3230.78,SP500
"Tuesday, Feb 28, 1995",487.39,SP500
"Tuesday, Feb 28, 2006",1280.66,SP500
"Tuesday, Feb 28, 2017",2363.64,SP500
"Tuesday, Feb 29, 2000",1366.42,SP500
"Tuesday, Jan 31, 1995",470.42,SP500
"Tuesday, Jan 31, 2006",1280.08,SP500
"Tuesday, Jan 31, 2012",1312.41,SP500
"Tuesday, Jan 31, 2017",2278.87,SP500
"Tuesday, Jul 31, 1990",356.15,SP500
"Tuesday, Jul 31, 2001",1211.23,SP500
"Tuesday, Jul 31, 2007",1455.27,SP500
"Tuesday, Jul 31, 2012",1379.32,SP500
"Tuesday, Jul 31, 2018",2816.29,SP500
"Tuesday, Jun 30, 1992",408.14,SP500
"Tuesday, Jun 30, 1998",1133.84,SP500
"Tuesday, Jun 30, 2009",919.32,SP500
"Tuesday, Jun 30, 2015",2063.11,SP500
"Tuesday, Jun 30, 2020",3100.29,SP500
"Tuesday, Mar 31, 1992",403.69,SP500
"Tuesday, Mar 31, 1998",1101.75,SP500
"Tuesday, Mar 31, 2009",797.87,SP500
"Tuesday, Mar 31, 2015",2067.89,SP500
"Tuesday, Mar 31, 2020",2584.59,SP500
"Tuesday, May 31, 1994",456.5,SP500
"Tuesday, May 31, 2005",1191.5,SP500
"Tuesday, May 31, 2011",1345.2,SP500
"Tuesday, May 31, 2016",2096.95,SP500
"Tuesday, Nov 30, 1993",461.79,SP500
"Tuesday, Nov 30, 1999",1388.91,SP500
"Tuesday, Nov 30, 2004",1173.82,SP500
"Tuesday, Nov 30, 2010",1180.55,SP500
"Tuesday, Oct 31, 1995",581.5,SP500
"Tuesday, Oct 31, 2000",1429.4,SP500
"Tuesday, Oct 31, 2006",1377.94,SP500
"Tuesday, Oct 31, 2017",2575.26,SP500
"Tuesday, Sep 30, 1997",947.28,SP500
"Tuesday, Sep 30, 2003",995.97,SP500
"Tuesday, Sep 30, 2008",1166.36,SP500
"Tuesday, Sep 30, 2014",1972.29,SP500
"Wednesday, Apr 30, 1997",801.34,SP500
"Wednesday, Apr 30, 2003",916.92,SP500
"Wednesday, Apr 30, 2008",1385.59,SP500
"Wednesday, Apr 30, 2014",1883.95,SP500
"Wednesday, Aug 31, 1994",475.49,SP500
"Wednesday, Aug 31, 2005",1220.33,SP500
"Wednesday, Aug 31, 2011",1218.89,SP500
"Wednesday, Aug 31, 2016",2170.95,SP500
"Wednesday, Dec 31, 1997",970.43,SP500
"Wednesday, Dec 31, 2003",1111.92,SP500
"Wednesday, Dec 31, 2008",903.25,SP500
"Wednesday, Dec 31, 2014",2058.9,SP500
"Wednesday, Feb 28, 1990",331.89,SP500
"Wednesday, Feb 28, 2001",1239.94,SP500
"Wednesday, Feb 28, 2007",1406.82,SP500
"Wednesday, Feb 28, 2018",2713.83,SP500
"Wednesday, Feb 29, 2012",1365.68,SP500
"Wednesday, Jan 31, 1990",329.08,SP500
"Wednesday, Jan 31, 1996",636.02,SP500
"Wednesday, Jan 31, 2001",1366.01,SP500
"Wednesday, Jan 31, 2007",1438.24,SP500
"Wednesday, Jan 31, 2018",2823.81,SP500
"Wednesday, Jul 31, 1991",387.81,SP500
"Wednesday, Jul 31, 1996",639.95,SP500
"Wednesday, Jul 31, 2002",911.62,SP500
"Wednesday, Jul 31, 2013",1685.73,SP500
"Wednesday, Jul 31, 2019",2980.38,SP500
"Wednesday, Jun 30, 1993",450.53,SP500
"Wednesday, Jun 30, 1999",1372.71,SP500
"Wednesday, Jun 30, 2004",1140.84,SP500
"Wednesday, Jun 30, 2010",1030.71,SP500
"Wednesday, Mar 31, 1993",451.67,SP500
"Wednesday, Mar 31, 1999",1286.37,SP500
"Wednesday, Mar 31, 2004",1126.21,SP500
"Wednesday, Mar 31, 2010",1169.43,SP500
"Wednesday, May 31, 1995",533.4,SP500
"Wednesday, May 31, 2000",1420.6,SP500
"Wednesday, May 31, 2006",1270.09,SP500
"Wednesday, May 31, 2017",2411.8,SP500
"Wednesday, Nov 30, 1994",453.69,SP500
"Wednesday, Nov 30, 2005",1249.48,SP500
"Wednesday, Nov 30, 2011",1246.96,SP500
"Wednesday, Nov 30, 2016",2198.81,SP500
"Wednesday, Oct 31, 1990",304,SP500
"Wednesday, Oct 31, 2001",1059.78,SP500
"Wednesday, Oct 31, 2007",1549.38,SP500
"Wednesday, Oct 31, 2012",1412.16,SP500
"Wednesday, Oct 31, 2018",2711.74,SP500
"Wednesday, Sep 30, 1992",417.8,SP500
"Wednesday, Sep 30, 1998",1017.01,SP500
"Wednesday, Sep 30, 2009",1057.08,SP500
"Wednesday, Sep 30, 2015",1920.03,SP500
